user_id,class,screen_on_h_day,data_mb_day,drain_mAh_day,tte_est_daily_h,tte_est_active_h
422,2,3.2,414.0,716.0,134.0782122905028,17.877094972067038
423,4,6.1,1041.0,2115.0,45.39007092198582,11.536643026004729
424,1,1.1,167.0,536.0,179.1044776119403,8.208955223880597
425,3,5.0,709.0,1482.0,64.77732793522267,13.49527665317139
426,2,2.8,579.0,1062.0,90.39548022598869,10.546139359698682
427,2,2.4,403.0,747.0,128.5140562248996,12.85140562248996
428,2,3.8,489.0,967.0,99.27611168562565,15.718717683557394
429,2,2.3,369.0,1033.0,92.93320425943853,8.906098741529526
430,5,10.1,2180.0,2757.0,34.820457018498374,14.65360899528473
431,3,5.5,839.0,1238.0,77.54442649434571,17.77059773828756
432,2,3.8,506.0,1137.0,84.43271767810026,13.368513632365875
433,5,10.4,1702.0,2672.0,35.92814371257485,15.568862275449101
434,1,2.0,116.0,309.0,310.67961165048547,25.889967637540455
435,5,8.4,2304.0,2591.0,37.05133153222694,12.967966036279428
436,2,3.4,467.0,798.0,120.30075187969925,17.04260651629073
437,3,4.4,862.0,1341.0,71.58836689038031,13.124533929903057
438,1,1.7,291.0,408.0,235.29411764705884,16.666666666666668
439,2,3.0,343.0,728.0,131.86813186813185,16.483516483516482
440,2,3.9,468.0,915.0,104.91803278688525,17.049180327868854
441,3,5.7,920.0,1725.0,55.652173913043484,13.217391304347826
442,3,5.7,751.0,1295.0,74.13127413127413,17.606177606177607
443,1,1.1,218.0,505.0,190.0990099009901,8.712871287128714
444,3,4.0,724.0,1664.0,57.69230769230769,9.615384615384615
445,5,8.8,2402.0,2540.0,37.795275590551185,13.858267716535433
446,4,7.2,1318.0,1859.0,51.64066702528241,15.492200107584724
447,5,8.8,1641.0,2852.0,33.66058906030855,12.342215988779804
448,3,5.2,919.0,1604.0,59.85037406483791,12.967581047381547
449,2,3.0,306.0,617.0,155.59157212317666,19.448946515397083
450,1,1.2,170.0,518.0,185.32818532818533,9.266409266409266
451,2,3.5,466.0,1114.0,86.17594254937163,12.567324955116696
452,5,11.8,1903.0,2953.0,32.50931256349475,15.983745343718253
453,2,3.3,583.0,734.0,130.7901907356948,17.983651226158038
454,1,1.3,164.0,557.0,172.35188509874325,9.335727109515261
455,2,3.9,398.0,1160.0,82.75862068965517,13.448275862068966
456,1,1.6,182.0,436.0,220.1834862385321,14.678899082568808
457,1,1.6,275.0,587.0,163.5434412265758,10.90289608177172
458,3,4.7,871.0,1707.0,56.2390158172232,11.013473930872877
459,1,1.0,142.0,547.0,175.50274223034734,7.312614259597806
460,2,2.4,545.0,639.0,150.23474178403757,15.023474178403756
461,5,9.0,1561.0,2696.0,35.60830860534124,13.353115727002967
462,2,3.3,438.0,938.0,102.3454157782516,14.072494669509595
463,3,5.9,987.0,1789.0,53.66126327557295,13.191727221911682
464,3,4.6,809.0,1694.0,56.67060212514758,10.861865407319954
465,1,1.3,281.0,583.0,164.6655231560892,8.919382504288164
466,3,4.8,723.0,1770.0,54.23728813559322,10.847457627118644
467,4,7.3,1092.0,2349.0,40.86845466155811,12.430821626223926
468,3,4.0,661.0,1414.0,67.89250353606789,11.315417256011315
469,4,7.5,1102.0,1921.0,49.97397188964081,15.616866215512754
470,1,1.9,294.0,541.0,177.44916820702403,14.048059149722736
471,3,4.6,883.0,1396.0,68.76790830945559,13.180515759312321
472,5,9.4,1811.0,2452.0,39.151712887438826,15.33442088091354
473,2,3.0,513.0,697.0,137.73314203730274,17.21664275466284
474,3,5.0,687.0,1625.0,59.07692307692308,12.307692307692308
475,3,4.9,765.0,1657.0,57.93602896801448,11.828605914302956
476,4,6.2,1085.0,2201.0,43.616537937301224,11.267605633802816
477,4,6.6,1126.0,2089.0,45.95500239348971,12.63762565820967
478,3,4.2,762.0,1315.0,73.00380228136882,12.775665399239545
479,3,4.3,718.0,1759.0,54.57646389994315,9.77828311540648
480,3,4.8,795.0,1681.0,57.10886377156454,11.42177275431291
481,2,2.4,441.0,954.0,100.62893081761007,10.062893081761006
482,5,10.4,2140.0,2717.0,35.33308796466691,15.311004784688995
483,5,11.1,1814.0,2851.0,33.672395650648895,15.573482988425114
484,1,1.6,230.0,470.0,204.25531914893617,13.617021276595745
485,4,6.0,1093.0,1873.0,51.25467164975974,12.813667912439936
486,1,1.1,298.0,417.0,230.21582733812951,10.551558752997602
487,2,3.8,330.0,739.0,129.90527740189444,20.56833558863329
488,3,4.4,804.0,1734.0,55.36332179930796,10.149942329873126
489,4,7.3,1333.0,1882.0,51.00956429330499,15.515409139213602
490,5,9.3,2332.0,2403.0,39.95006242197253,15.480649188514358
491,4,6.1,1096.0,2279.0,42.123738481790255,10.706450197455025
492,2,3.7,507.0,948.0,101.26582278481013,15.611814345991561
493,1,1.5,198.0,594.0,161.61616161616163,10.1010101010101
494,4,6.8,1383.0,1892.0,50.7399577167019,14.376321353065538
495,2,2.5,545.0,1176.0,81.63265306122449,8.503401360544217
496,5,10.9,2116.0,2928.0,32.78688524590164,14.890710382513662
497,3,4.8,807.0,1500.0,64.0,12.8
498,2,2.9,362.0,918.0,104.57516339869281,12.636165577342048
499,3,4.5,869.0,1356.0,70.79646017699115,13.274336283185841
500,2,3.6,504.0,988.0,97.16599190283401,14.574898785425102
501,1,1.3,195.0,369.0,260.1626016260163,14.092140921409214
502,4,7.7,1187.0,2017.0,47.59543877045117,15.270203272186416
503,5,8.4,2493.0,2664.0,36.03603603603604,12.612612612612613
504,3,5.8,965.0,1291.0,74.36096049573973,17.9705654531371
505,5,8.5,2450.0,2859.0,33.5781741867786,11.892270024484086
506,4,6.6,1415.0,2398.0,40.033361134278564,11.009174311926605
507,3,5.1,941.0,1408.0,68.18181818181819,14.488636363636363
508,1,2.0,173.0,318.0,301.8867924528302,25.157232704402517
509,3,5.9,791.0,1740.0,55.172413793103445,13.563218390804598
510,5,10.0,1968.0,2513.0,38.20135296458416,15.917230401910068
511,3,5.3,976.0,1767.0,54.32937181663837,11.997736276174306
512,5,10.8,1682.0,2911.0,32.97835795259361,14.840261078667124
513,1,1.6,249.0,442.0,217.1945701357466,14.479638009049774
514,2,3.4,507.0,975.0,98.46153846153845,13.948717948717949
515,4,7.1,1461.0,1984.0,48.38709677419355,14.314516129032258
516,2,2.2,599.0,1187.0,80.87615838247683,7.413647851727043
517,2,3.8,535.0,940.0,102.12765957446808,16.170212765957448
518,1,1.2,218.0,592.0,162.16216216216216,8.108108108108109
519,5,8.5,1809.0,2780.0,34.53237410071942,12.23021582733813
520,2,2.2,371.0,1123.0,85.4853072128228,7.836153161175423
521,4,6.5,1485.0,2364.0,40.609137055837564,10.998307952622673
522,1,1.1,250.0,535.0,179.4392523364486,8.22429906542056
523,4,6.5,1125.0,1849.0,51.91995673336939,14.061654948620877
524,5,11.2,2460.0,2623.0,36.59931376286695,17.079679756004573
525,3,5.2,792.0,1390.0,69.06474820143885,14.964028776978417
526,3,4.5,665.0,1646.0,58.32320777642771,10.935601458080194
527,2,2.4,318.0,689.0,139.33236574746007,13.933236574746008
528,1,1.2,131.0,466.0,206.0085836909871,10.300429184549357
529,2,3.0,338.0,801.0,119.8501872659176,14.9812734082397
530,3,4.8,796.0,1639.0,58.572300183038436,11.714460036607688
531,5,11.8,2479.0,2629.0,36.51578546976037,17.95359452263218
532,4,7.9,1191.0,1987.0,48.314041268243585,15.903371917463513
533,4,6.4,1200.0,2206.0,43.51767905711695,11.604714415231188
534,3,4.7,915.0,1276.0,75.23510971786834,14.733542319749215
535,4,6.1,1383.0,2087.0,45.99904168663153,11.69142309535218
536,2,3.3,573.0,937.0,102.45464247598719,14.08751334044824
537,3,5.9,915.0,1528.0,62.82722513089005,15.44502617801047
538,5,11.1,2258.0,2672.0,35.92814371257485,16.61676646706587
539,5,9.5,2281.0,2638.0,36.391205458680815,14.404852160727824
540,5,9.4,1701.0,2867.0,33.48447854900593,13.114754098360656
541,5,10.5,2194.0,2817.0,34.07880724174654,14.90947816826411
542,2,2.5,537.0,740.0,129.72972972972974,13.513513513513514
543,3,5.4,642.0,1307.0,73.45065034429992,16.526396327467484
544,3,5.5,656.0,1616.0,59.4059405940594,13.613861386138614
545,5,9.7,1727.0,2633.0,36.46031143182682,14.736042537030004
546,1,2.0,182.0,362.0,265.1933701657459,22.099447513812155
547,3,4.6,971.0,1750.0,54.857142857142854,10.514285714285714
548,2,2.6,358.0,658.0,145.89665653495442,15.80547112462006
549,4,6.6,1360.0,2155.0,44.5475638051044,12.250580046403712
550,2,4.0,508.0,1047.0,91.69054441260745,15.281757402101242
551,4,6.2,1287.0,1984.0,48.38709677419355,12.5
552,2,2.5,373.0,1110.0,86.48648648648648,9.00900900900901
553,2,3.8,583.0,605.0,158.67768595041323,25.123966942148762
554,4,7.3,1162.0,2082.0,46.10951008645533,14.024975984630164
555,4,6.6,1246.0,2168.0,44.28044280442805,12.177121771217712
556,3,4.9,972.0,1633.0,58.7875076546234,12.002449479485609
557,2,3.5,370.0,625.0,153.60000000000002,22.4
558,3,4.2,640.0,1392.0,68.9655172413793,12.068965517241379
559,4,7.6,1056.0,2037.0,47.1281296023564,14.923907707412862
560,5,11.6,1860.0,2914.0,32.94440631434455,15.923129718599863
561,4,6.2,1103.0,2245.0,42.761692650334076,11.046770601336302
562,2,2.1,578.0,1188.0,80.80808080808082,7.070707070707071
563,1,1.4,265.0,508.0,188.9763779527559,11.023622047244094
564,1,1.6,265.0,440.0,218.1818181818182,14.545454545454545
565,3,4.4,910.0,1272.0,75.47169811320755,13.836477987421384
566,1,1.3,296.0,462.0,207.7922077922078,11.255411255411255
567,2,3.9,498.0,1132.0,84.80565371024734,13.780918727915195
568,1,1.7,227.0,312.0,307.69230769230774,21.794871794871796
569,3,5.3,700.0,1537.0,62.45933636955107,13.793103448275861
570,4,6.6,1327.0,2181.0,44.01650618982118,12.104539202200826
571,4,7.1,1421.0,1928.0,49.79253112033196,14.730290456431534
572,4,6.1,1194.0,2229.0,43.068640646029614,10.94661283086586
573,3,5.9,864.0,1757.0,54.638588503130336,13.431986340352875
574,5,9.1,2158.0,2858.0,33.58992302309307,12.736179146256124
575,5,10.9,2163.0,2571.0,37.33955659276546,16.958381952547647
576,2,3.5,446.0,606.0,158.41584158415841,23.102310231023104
577,5,10.3,1606.0,2776.0,34.5821325648415,14.84149855907781
578,4,7.5,1291.0,2216.0,43.32129963898917,13.537906137184116
579,3,6.0,916.0,1715.0,55.97667638483965,13.994169096209912
580,1,1.1,122.0,532.0,180.45112781954887,8.270676691729323
581,5,10.0,1737.0,2430.0,39.50617283950618,16.46090534979424
582,2,2.7,416.0,625.0,153.60000000000002,17.28
583,3,5.7,991.0,1414.0,67.89250353606789,16.124469589816126
584,1,1.9,117.0,571.0,168.12609457092822,13.309982486865149
585,1,1.3,175.0,538.0,178.43866171003717,9.66542750929368
586,2,3.1,563.0,1191.0,80.60453400503778,10.411418975650713
587,3,4.4,608.0,1665.0,57.65765765765766,10.57057057057057
588,4,6.1,1101.0,1975.0,48.607594936708864,12.354430379746836
589,4,7.5,1228.0,1995.0,48.1203007518797,15.037593984962406
590,2,3.6,464.0,627.0,153.11004784688996,22.966507177033492
591,2,3.7,575.0,630.0,152.38095238095238,23.49206349206349
592,5,11.5,2341.0,2767.0,34.69461510661366,16.624503071919047
593,4,7.7,1050.0,1809.0,53.06799336650083,17.02598120508568
594,3,4.2,677.0,1500.0,64.0,11.2
595,4,6.3,1441.0,1959.0,49.00459418070444,12.863705972434916
596,5,10.5,1694.0,2538.0,37.825059101654844,16.548463356973997
597,5,10.8,2387.0,2529.0,37.959667852906286,17.081850533807827
598,2,2.5,347.0,825.0,116.36363636363637,12.121212121212121
599,2,3.0,596.0,1131.0,84.88063660477454,10.610079575596817
600,3,4.3,905.0,1382.0,69.46454413892909,12.445730824891461
601,4,6.0,1296.0,2244.0,42.780748663101605,10.695187165775401
602,1,1.2,284.0,545.0,176.1467889908257,8.807339449541285
603,2,3.0,373.0,922.0,104.12147505422993,13.015184381778742
604,2,2.1,424.0,660.0,145.45454545454544,12.727272727272727
605,3,5.3,885.0,1278.0,75.11737089201878,16.588419405320813
606,4,6.0,1150.0,1928.0,49.79253112033196,12.448132780082988
607,5,10.4,2441.0,2496.0,38.46153846153847,16.666666666666668
608,3,4.0,787.0,1323.0,72.56235827664399,12.093726379440666
609,3,4.9,937.0,1596.0,60.150375939849624,12.280701754385966
610,5,8.5,1901.0,2927.0,32.79808677827127,11.615989067304406
611,5,9.6,1543.0,2606.0,36.83806600153492,14.735226400613968
612,1,1.3,131.0,489.0,196.31901840490798,10.633946830265849
613,5,10.2,2441.0,2911.0,32.97835795259361,14.015802129852284
614,1,1.1,153.0,395.0,243.03797468354432,11.139240506329115
615,2,4.0,493.0,1158.0,82.90155440414507,13.81692573402418
616,2,3.7,461.0,608.0,157.89473684210526,24.342105263157894
617,3,5.4,767.0,1476.0,65.04065040650407,14.634146341463415
618,3,5.6,965.0,1388.0,69.164265129683,16.138328530259365
619,4,7.0,1077.0,1826.0,52.573932092004384,15.334063526834612
620,3,4.2,867.0,1407.0,68.23027718550107,11.940298507462687
621,3,5.0,972.0,1475.0,65.08474576271186,13.559322033898304
622,1,1.8,274.0,351.0,273.5042735042735,20.512820512820515
623,4,7.4,1046.0,2363.0,40.62632247143462,12.52644942869234
624,1,1.8,284.0,417.0,230.21582733812951,17.26618705035971
625,1,1.5,272.0,310.0,309.67741935483866,19.35483870967742
626,1,1.8,196.0,328.0,292.6829268292683,21.951219512195124
627,3,5.0,679.0,1614.0,59.47955390334572,12.391573729863692
628,3,5.2,920.0,1446.0,66.39004149377593,14.38450899031812
629,1,1.2,234.0,437.0,219.6796338672769,10.983981693363845
630,4,6.3,1004.0,1988.0,48.2897384305835,12.67605633802817
631,2,3.1,489.0,1078.0,89.05380333951763,11.50278293135436
632,3,5.1,977.0,1483.0,64.73364801078894,13.75590020229265
633,5,10.2,1921.0,2587.0,37.10862002319289,15.771163509856978
634,2,3.2,366.0,1142.0,84.06304728546411,11.208406304728546
635,4,6.6,1253.0,2055.0,46.715328467153284,12.846715328467154
636,2,3.4,401.0,1198.0,80.13355592654423,11.352253756260435
637,5,10.7,1729.0,2433.0,39.457459926017265,17.591450883682697
638,1,1.1,289.0,546.0,175.82417582417582,8.058608058608058
639,4,6.2,1135.0,2074.0,46.287367405978785,11.957569913211186
640,5,9.8,2080.0,2778.0,34.557235421166304,14.110871130309576
641,1,1.8,271.0,321.0,299.06542056074767,22.429906542056074
642,1,1.4,255.0,443.0,216.70428893905193,12.641083521444695
643,5,8.2,1553.0,2597.0,36.96572968810165,12.629957643434732
644,2,3.3,566.0,723.0,132.78008298755185,18.25726141078838
645,3,4.8,949.0,1494.0,64.2570281124498,12.85140562248996
646,2,2.9,345.0,1197.0,80.20050125313283,9.690893901420218
647,1,1.3,201.0,314.0,305.73248407643314,16.56050955414013
648,1,1.5,283.0,565.0,169.91150442477877,10.619469026548673
649,4,6.3,1334.0,2294.0,41.848299912816046,10.985178727114212
650,3,5.4,790.0,1627.0,59.004302397049784,13.2759680393362
651,2,2.0,356.0,1041.0,92.21902017291066,7.684918347742555
652,1,1.7,167.0,519.0,184.97109826589596,13.102119460500964
653,3,5.2,694.0,1632.0,58.82352941176471,12.745098039215685
654,1,1.2,144.0,365.0,263.01369863013696,13.150684931506849
655,5,10.5,1647.0,2839.0,33.814723494188094,14.793941528707292
656,2,3.7,493.0,1028.0,93.3852140077821,14.396887159533074
657,3,5.6,628.0,1489.0,64.47280053727333,15.043653458697111
658,3,5.3,894.0,1368.0,70.17543859649123,15.497076023391813
659,4,6.8,1236.0,2358.0,40.712468193384225,11.535199321458864
660,5,9.6,2375.0,2464.0,38.96103896103896,15.584415584415584
661,1,1.5,146.0,387.0,248.06201550387595,15.503875968992247
662,2,3.1,545.0,947.0,101.3727560718057,13.093980992608236
663,2,3.2,448.0,1189.0,80.74011774600504,10.765349032800673
664,4,6.4,1297.0,1858.0,51.66846071044134,13.778256189451023
665,5,10.3,2003.0,2568.0,37.38317757009346,16.043613707165107
666,3,5.4,635.0,1544.0,62.1761658031088,13.989637305699482
667,5,11.4,1845.0,2891.0,33.20650294015911,15.77308889657558
668,3,5.5,729.0,1699.0,56.50382577987051,12.948793407886992
669,2,2.4,334.0,1039.0,92.39653512993263,9.239653512993263
670,2,3.2,339.0,648.0,148.14814814814815,19.753086419753085
671,1,1.6,224.0,387.0,248.06201550387595,16.537467700258397
672,4,7.3,1209.0,1937.0,49.561177077955605,15.074858027878163
673,5,11.2,2438.0,2925.0,32.82051282051282,15.316239316239317
674,1,1.6,216.0,490.0,195.9183673469388,13.061224489795919
675,5,11.4,1768.0,2776.0,34.5821325648415,16.42651296829971
676,1,1.5,159.0,545.0,176.1467889908257,11.009174311926605
677,2,3.8,576.0,689.0,139.33236574746007,22.060957910014515
678,2,3.5,495.0,706.0,135.97733711048159,19.8300283286119
679,3,4.6,814.0,1525.0,62.950819672131146,12.065573770491802
680,1,1.8,113.0,334.0,287.4251497005988,21.55688622754491
681,4,6.1,1111.0,2105.0,45.60570071258907,11.591448931116389
682,4,7.6,1191.0,2354.0,40.78164825828377,12.914188615123194
683,3,5.5,815.0,1718.0,55.87892898719441,12.80558789289872
684,1,1.6,225.0,325.0,295.3846153846154,19.692307692307693
685,3,4.0,822.0,1221.0,78.62407862407862,13.104013104013104
686,4,6.6,1393.0,1859.0,51.64066702528241,14.201183431952662
687,4,7.7,1007.0,2037.0,47.1281296023564,15.120274914089347
688,4,6.3,1178.0,2098.0,45.7578646329838,12.011439466158246
689,3,4.9,824.0,1589.0,60.415355569540594,12.334801762114537
690,5,9.5,1550.0,2424.0,39.603960396039604,15.676567656765677
691,3,5.7,679.0,1447.0,66.3441603317208,15.756738078783691
692,2,4.0,569.0,856.0,112.14953271028037,18.69158878504673
693,4,6.7,1455.0,1898.0,50.5795574288725,14.120126448893572
694,5,8.6,1709.0,2792.0,34.383954154727796,12.320916905444125
695,5,9.7,1985.0,2422.0,39.63666391412056,16.01981833195706
696,2,3.9,381.0,1082.0,88.72458410351202,14.417744916820702
697,4,6.8,1201.0,1965.0,48.854961832061065,13.842239185750635
698,2,3.1,457.0,942.0,101.91082802547771,13.163481953290871
699,1,1.7,224.0,431.0,222.73781902552204,15.777262180974478
700,3,5.4,828.0,1306.0,73.50689127105667,16.539050535987748
