t_s,current_A,voltage_V,temp_C,step_idx,step_type,step_comment
1356.96,0.0,3.797,25.64409,9731,R,pulsed load (rest)
1357.96,0.0,3.797,25.64409,9731,R,pulsed load (rest)
1358.96,0.0,3.797,25.64409,9731,R,pulsed load (rest)
1359.96,0.0,3.797,25.64409,9731,R,pulsed load (rest)
1360.96,0.0,3.797,25.64409,9731,R,pulsed load (rest)
1361.96,0.0,3.797,25.64409,9731,R,pulsed load (rest)
1362.96,0.0,3.797,25.64409,9731,R,pulsed load (rest)
1363.96,0.0,3.797,25.64409,9731,R,pulsed load (rest)
1364.96,0.0,3.797,25.64409,9731,R,pulsed load (rest)
1365.96,0.0,3.797,25.64409,9731,R,pulsed load (rest)
1366.96,0.0,3.797,25.64409,9731,R,pulsed load (rest)
1367.96,0.0,3.797,25.64409,9731,R,pulsed load (rest)
1368.96,0.0,3.797,25.64409,9731,R,pulsed load (rest)
1369.96,0.0,3.798,25.64409,9731,R,pulsed load (rest)
1370.96,0.0,3.797,25.62852,9731,R,pulsed load (rest)
1371.96,0.0,3.797,25.62852,9731,R,pulsed load (rest)
1372.96,0.0,3.797,25.62852,9731,R,pulsed load (rest)
1373.96,0.0,3.797,25.62852,9731,R,pulsed load (rest)
1374.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1375.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1376.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1377.96,0.0,3.797,25.62852,9731,R,pulsed load (rest)
1378.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1379.96,0.0,3.797,25.62852,9731,R,pulsed load (rest)
1380.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1381.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1382.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1383.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1384.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1385.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1386.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1387.96,0.0,3.798,25.61295,9731,R,pulsed load (rest)
1388.96,0.0,3.798,25.61295,9731,R,pulsed load (rest)
1389.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1390.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1391.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1392.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1393.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1394.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1395.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1396.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1397.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1398.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1399.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1400.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1401.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1402.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1403.96,0.0,3.798,25.61295,9731,R,pulsed load (rest)
1404.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1405.96,0.0,3.798,25.61295,9731,R,pulsed load (rest)
1406.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1407.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1408.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1409.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1410.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1411.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1412.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1413.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1414.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1415.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1416.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1417.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1418.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1419.96,0.0,3.798,25.62852,9731,R,pulsed load (rest)
1420.96,0.0,3.798,25.61295,9731,R,pulsed load (rest)
1421.96,0.0,3.798,25.61295,9731,R,pulsed load (rest)
1422.96,0.0,3.798,25.61295,9731,R,pulsed load (rest)
1423.96,0.0,3.798,25.61295,9731,R,pulsed load (rest)
1424.96,0.0,3.798,25.61295,9731,R,pulsed load (rest)
1425.96,0.0,3.798,25.61295,9731,R,pulsed load (rest)
1426.96,0.0,3.798,25.61295,9731,R,pulsed load (rest)
1427.96,0.0,3.798,25.61295,9731,R,pulsed load (rest)
1428.96,0.0,3.798,25.61295,9731,R,pulsed load (rest)
1429.96,0.0,3.798,25.61295,9731,R,pulsed load (rest)
1430.96,0.0,3.798,25.61295,9731,R,pulsed load (rest)
1431.96,0.0,3.798,25.61295,9731,R,pulsed load (rest)
1432.96,0.0,3.798,25.61295,9731,R,pulsed load (rest)
1433.96,0.0,3.798,25.61295,9731,R,pulsed load (rest)
1434.96,0.0,3.798,25.61295,9731,R,pulsed load (rest)
1435.96,0.0,3.798,25.61295,9731,R,pulsed load (rest)
1436.96,0.0,3.798,25.61295,9731,R,pulsed load (rest)
1437.96,0.0,3.799,25.61295,9731,R,pulsed load (rest)
1438.96,0.0,3.799,25.61295,9731,R,pulsed load (rest)
1439.96,0.0,3.798,25.61295,9731,R,pulsed load (rest)
1440.96,0.0,3.798,25.59739,9731,R,pulsed load (rest)
1441.96,0.0,3.798,25.59739,9731,R,pulsed load (rest)
1442.96,0.0,3.799,25.59739,9731,R,pulsed load (rest)
1443.96,0.0,3.798,25.59739,9731,R,pulsed load (rest)
1444.96,0.0,3.798,25.59739,9731,R,pulsed load (rest)
1445.96,0.0,3.798,25.59739,9731,R,pulsed load (rest)
1446.96,0.0,3.798,25.59739,9731,R,pulsed load (rest)
1447.96,0.0,3.798,25.59739,9731,R,pulsed load (rest)
1448.96,0.0,3.799,25.59739,9731,R,pulsed load (rest)
1449.96,0.0,3.799,25.59739,9731,R,pulsed load (rest)
1450.96,0.0,3.799,25.58182,9731,R,pulsed load (rest)
1451.96,0.0,3.799,25.58182,9731,R,pulsed load (rest)
1452.96,0.0,3.799,25.59739,9731,R,pulsed load (rest)
1453.96,0.0,3.799,25.59739,9731,R,pulsed load (rest)
1454.96,0.0,3.799,25.59739,9731,R,pulsed load (rest)
1455.96,0.0,3.799,25.59739,9731,R,pulsed load (rest)
1456.96,0.0,3.799,25.59739,9731,R,pulsed load (rest)
1457.96,0.0,3.799,25.59739,9731,R,pulsed load (rest)
1458.96,0.0,3.799,25.59739,9731,R,pulsed load (rest)
1459.96,0.0,3.799,25.59739,9731,R,pulsed load (rest)
1460.96,0.0,3.799,25.59739,9731,R,pulsed load (rest)
1461.96,0.0,3.799,25.59739,9731,R,pulsed load (rest)
1462.96,0.0,3.799,25.59739,9731,R,pulsed load (rest)
1463.96,0.0,3.799,25.59739,9731,R,pulsed load (rest)
1464.96,0.0,3.799,25.59739,9731,R,pulsed load (rest)
1465.96,0.0,3.799,25.59739,9731,R,pulsed load (rest)
1466.96,0.0,3.799,25.58182,9731,R,pulsed load (rest)
1467.96,0.0,3.799,25.58182,9731,R,pulsed load (rest)
1468.96,0.0,3.799,25.59739,9731,R,pulsed load (rest)
1469.96,0.0,3.799,25.59739,9731,R,pulsed load (rest)
1470.96,0.0,3.799,25.58182,9731,R,pulsed load (rest)
1471.96,0.0,3.799,25.58182,9731,R,pulsed load (rest)
1472.96,0.0,3.799,25.58182,9731,R,pulsed load (rest)
1473.96,0.0,3.799,25.56625,9731,R,pulsed load (rest)
1474.96,0.0,3.799,25.58182,9731,R,pulsed load (rest)
1475.96,0.0,3.799,25.58182,9731,R,pulsed load (rest)
1476.96,0.0,3.799,25.56625,9731,R,pulsed load (rest)
1477.96,0.0,3.799,25.58182,9731,R,pulsed load (rest)
1478.96,0.0,3.799,25.56625,9731,R,pulsed load (rest)
1479.96,0.0,3.799,25.56625,9731,R,pulsed load (rest)
1480.96,0.0,3.799,25.58182,9731,R,pulsed load (rest)
1481.96,0.0,3.799,25.58182,9731,R,pulsed load (rest)
1482.96,0.0,3.799,25.58182,9731,R,pulsed load (rest)
1483.96,0.0,3.799,25.58182,9731,R,pulsed load (rest)
1484.96,0.0,3.799,25.58182,9731,R,pulsed load (rest)
1485.96,0.0,3.799,25.56625,9731,R,pulsed load (rest)
1486.96,0.0,3.799,25.58182,9731,R,pulsed load (rest)
1487.96,0.0,3.799,25.56625,9731,R,pulsed load (rest)
1488.96,0.0,3.799,25.58182,9731,R,pulsed load (rest)
1489.96,0.0,3.799,25.58182,9731,R,pulsed load (rest)
1490.96,0.0,3.799,25.56625,9731,R,pulsed load (rest)
1491.96,0.0,3.799,25.58182,9731,R,pulsed load (rest)
1492.96,0.0,3.799,25.58182,9731,R,pulsed load (rest)
1493.96,0.0,3.799,25.56625,9731,R,pulsed load (rest)
1494.96,0.0,3.799,25.58182,9731,R,pulsed load (rest)
1495.96,0.0,3.799,25.56625,9731,R,pulsed load (rest)
1496.96,0.0,3.799,25.56625,9731,R,pulsed load (rest)
1497.96,0.0,3.799,25.56625,9731,R,pulsed load (rest)
1498.96,0.0,3.799,25.56625,9731,R,pulsed load (rest)
1499.96,0.0,3.799,25.56625,9731,R,pulsed load (rest)
1500.96,0.0,3.799,25.56625,9731,R,pulsed load (rest)
1501.96,0.0,3.799,25.56625,9731,R,pulsed load (rest)
1502.96,0.0,3.799,25.56625,9731,R,pulsed load (rest)
1503.96,0.0,3.799,25.55069,9731,R,pulsed load (rest)
1504.96,0.0,3.799,25.55069,9731,R,pulsed load (rest)
1505.96,0.0,3.799,25.55069,9731,R,pulsed load (rest)
1506.96,0.0,3.799,25.55069,9731,R,pulsed load (rest)
1507.96,0.0,3.799,25.55069,9731,R,pulsed load (rest)
1508.96,0.0,3.799,25.55069,9731,R,pulsed load (rest)
1509.96,0.0,3.799,25.55069,9731,R,pulsed load (rest)
1510.96,0.0,3.799,25.55069,9731,R,pulsed load (rest)
1511.96,0.0,3.799,25.55069,9731,R,pulsed load (rest)
1512.96,0.0,3.799,25.55069,9731,R,pulsed load (rest)
1513.96,0.0,3.799,25.55069,9731,R,pulsed load (rest)
1514.96,0.0,3.799,25.55069,9731,R,pulsed load (rest)
1515.96,0.0,3.799,25.53512,9731,R,pulsed load (rest)
1516.96,0.0,3.799,25.53512,9731,R,pulsed load (rest)
1517.96,0.0,3.799,25.53512,9731,R,pulsed load (rest)
1518.96,0.0,3.8,25.53512,9731,R,pulsed load (rest)
1519.96,0.0,3.799,25.53512,9731,R,pulsed load (rest)
1520.96,0.0,3.799,25.53512,9731,R,pulsed load (rest)
1521.96,0.0,3.8,25.53512,9731,R,pulsed load (rest)
1522.96,0.0,3.799,25.53512,9731,R,pulsed load (rest)
1523.96,0.0,3.799,25.53512,9731,R,pulsed load (rest)
1524.96,0.0,3.8,25.53512,9731,R,pulsed load (rest)
1525.96,0.0,3.8,25.53512,9731,R,pulsed load (rest)
1526.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1527.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1528.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1529.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1530.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1531.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1532.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1533.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1534.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1535.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1536.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1537.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1538.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1539.96,0.0,3.8,25.50398,9731,R,pulsed load (rest)
1540.96,0.0,3.8,25.50398,9731,R,pulsed load (rest)
1541.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1542.96,0.0,3.8,25.50398,9731,R,pulsed load (rest)
1543.96,0.0,3.8,25.50398,9731,R,pulsed load (rest)
1544.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1545.96,0.0,3.8,25.50398,9731,R,pulsed load (rest)
1546.96,0.0,3.8,25.50398,9731,R,pulsed load (rest)
1547.96,0.0,3.8,25.50398,9731,R,pulsed load (rest)
1548.96,0.0,3.8,25.50398,9731,R,pulsed load (rest)
1549.96,0.0,3.8,25.50398,9731,R,pulsed load (rest)
1550.96,0.0,3.8,25.50398,9731,R,pulsed load (rest)
1551.96,0.0,3.8,25.48842,9731,R,pulsed load (rest)
1552.96,0.0,3.8,25.48842,9731,R,pulsed load (rest)
1553.96,0.0,3.8,25.48842,9731,R,pulsed load (rest)
1554.96,0.0,3.8,25.48842,9731,R,pulsed load (rest)
1555.96,0.0,3.8,25.50398,9731,R,pulsed load (rest)
1556.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1557.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1558.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1559.96,0.0,3.8,25.53512,9731,R,pulsed load (rest)
1560.96,0.0,3.8,25.53512,9731,R,pulsed load (rest)
1561.96,0.0,3.8,25.53512,9731,R,pulsed load (rest)
1562.96,0.0,3.8,25.53512,9731,R,pulsed load (rest)
1563.96,0.0,3.8,25.53512,9731,R,pulsed load (rest)
1564.96,0.0,3.8,25.53512,9731,R,pulsed load (rest)
1565.96,0.0,3.8,25.53512,9731,R,pulsed load (rest)
1566.96,0.0,3.8,25.53512,9731,R,pulsed load (rest)
1567.96,0.0,3.8,25.53512,9731,R,pulsed load (rest)
1568.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1569.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1570.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1571.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1572.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1573.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1574.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1575.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1576.96,0.0,3.8,25.50398,9731,R,pulsed load (rest)
1577.96,0.0,3.8,25.50398,9731,R,pulsed load (rest)
1578.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1579.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1580.96,0.0,3.8,25.50398,9731,R,pulsed load (rest)
1581.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1582.96,0.0,3.8,25.50398,9731,R,pulsed load (rest)
1583.96,0.0,3.8,25.50398,9731,R,pulsed load (rest)
1584.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1585.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1586.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1587.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1588.96,0.0,3.8,25.50398,9731,R,pulsed load (rest)
1589.96,0.0,3.8,25.50398,9731,R,pulsed load (rest)
1590.96,0.0,3.8,25.50398,9731,R,pulsed load (rest)
1591.96,0.0,3.8,25.50398,9731,R,pulsed load (rest)
1592.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1593.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1594.96,0.0,3.8,25.50398,9731,R,pulsed load (rest)
1595.96,0.0,3.8,25.50398,9731,R,pulsed load (rest)
1596.96,0.0,3.8,25.50398,9731,R,pulsed load (rest)
1597.96,0.0,3.8,25.50398,9731,R,pulsed load (rest)
1598.96,0.0,3.8,25.51955,9731,R,pulsed load (rest)
1599.96,0.0,3.801,25.51955,9731,R,pulsed load (rest)
1600.96,0.0,3.8,25.50398,9731,R,pulsed load (rest)
1601.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1602.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1603.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1604.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1605.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1606.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1607.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1608.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1609.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1610.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1611.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1612.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1613.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1614.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1615.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1616.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1617.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1618.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1619.96,0.0,3.801,25.48842,9731,R,pulsed load (rest)
1620.96,0.0,3.801,25.48842,9731,R,pulsed load (rest)
1621.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1622.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1623.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1624.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1625.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1626.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1627.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1628.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1629.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1630.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1631.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1632.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1633.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1634.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1635.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1636.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1637.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1638.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1639.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1640.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1641.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1642.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1643.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1644.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1645.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1646.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1647.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1648.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1649.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1650.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1651.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1652.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1653.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1654.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1655.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1656.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1657.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1658.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1659.96,0.0,3.801,25.48842,9731,R,pulsed load (rest)
1660.96,0.0,3.801,25.50398,9731,R,pulsed load (rest)
1661.96,0.0,3.801,25.48842,9731,R,pulsed load (rest)
1662.96,0.0,3.801,25.48842,9731,R,pulsed load (rest)
1663.96,0.0,3.801,25.48842,9731,R,pulsed load (rest)
1664.96,0.0,3.801,25.48842,9731,R,pulsed load (rest)
1665.96,0.0,3.801,25.48842,9731,R,pulsed load (rest)
1666.96,0.0,3.801,25.48842,9731,R,pulsed load (rest)
1667.96,0.0,3.801,25.48842,9731,R,pulsed load (rest)
1668.96,0.0,3.801,25.48842,9731,R,pulsed load (rest)
1669.96,0.0,3.801,25.48842,9731,R,pulsed load (rest)
1670.96,0.0,3.801,25.48842,9731,R,pulsed load (rest)
1671.96,0.0,3.801,25.48842,9731,R,pulsed load (rest)
1672.96,0.0,3.801,25.48842,9731,R,pulsed load (rest)
1673.96,0.0,3.801,25.48842,9731,R,pulsed load (rest)
1674.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1675.96,0.0,3.801,25.48842,9731,R,pulsed load (rest)
1676.96,0.0,3.801,25.48842,9731,R,pulsed load (rest)
1677.96,0.0,3.801,25.48842,9731,R,pulsed load (rest)
1678.96,0.0,3.801,25.48842,9731,R,pulsed load (rest)
1679.96,0.0,3.801,25.48842,9731,R,pulsed load (rest)
1680.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1681.96,0.0,3.801,25.48842,9731,R,pulsed load (rest)
1682.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1683.96,0.0,3.801,25.48842,9731,R,pulsed load (rest)
1684.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1685.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1686.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1687.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1688.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1689.96,0.0,3.801,25.48842,9731,R,pulsed load (rest)
1690.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1691.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1692.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1693.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1694.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1695.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1696.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1697.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1698.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1699.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1700.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1701.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1702.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1703.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1704.96,0.0,3.802,25.50398,9731,R,pulsed load (rest)
1705.96,0.0,3.802,25.50398,9731,R,pulsed load (rest)
1706.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1707.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1708.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1709.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1710.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1711.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1712.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1713.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1714.96,0.0,3.802,25.47285,9731,R,pulsed load (rest)
1715.96,0.0,3.802,25.47285,9731,R,pulsed load (rest)
1716.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1717.96,0.0,3.802,25.48842,9731,R,pulsed load (rest)
1718.96,0.0,3.802,25.47285,9731,R,pulsed load (rest)
1719.96,0.0,3.802,25.47285,9731,R,pulsed load (rest)
1720.96,0.0,3.802,25.47285,9731,R,pulsed load (rest)
1721.96,0.0,3.802,25.47285,9731,R,pulsed load (rest)
1722.96,0.0,3.802,25.47285,9731,R,pulsed load (rest)
1723.96,0.0,3.802,25.47285,9731,R,pulsed load (rest)
1724.96,0.0,3.802,25.47285,9731,R,pulsed load (rest)
1725.96,0.0,3.802,25.47285,9731,R,pulsed load (rest)
1726.96,0.0,3.802,25.47285,9731,R,pulsed load (rest)
1727.96,0.0,3.802,25.47285,9731,R,pulsed load (rest)
1728.96,0.0,3.802,25.47285,9731,R,pulsed load (rest)
1729.96,0.0,3.802,25.47285,9731,R,pulsed load (rest)
1730.96,0.0,3.802,25.47285,9731,R,pulsed load (rest)
1731.96,0.0,3.802,25.47285,9731,R,pulsed load (rest)
1732.96,0.0,3.802,25.47285,9731,R,pulsed load (rest)
1733.96,0.0,3.802,25.47285,9731,R,pulsed load (rest)
1734.96,0.0,3.802,25.47285,9731,R,pulsed load (rest)
1735.96,0.0,3.802,25.47285,9731,R,pulsed load (rest)
1736.96,0.0,3.802,25.45728,9731,R,pulsed load (rest)
1737.96,0.0,3.802,25.45728,9731,R,pulsed load (rest)
1738.96,0.0,3.802,25.45728,9731,R,pulsed load (rest)
1739.96,0.0,3.802,25.45728,9731,R,pulsed load (rest)
1740.96,0.0,3.802,25.45728,9731,R,pulsed load (rest)
1741.96,0.0,3.802,25.45728,9731,R,pulsed load (rest)
1742.96,0.0,3.802,25.45728,9731,R,pulsed load (rest)
1743.96,0.0,3.802,25.45728,9731,R,pulsed load (rest)
1744.96,0.0,3.802,25.45728,9731,R,pulsed load (rest)
1745.96,0.0,3.802,25.45728,9731,R,pulsed load (rest)
1746.96,0.0,3.802,25.45728,9731,R,pulsed load (rest)
1747.96,0.0,3.802,25.45728,9731,R,pulsed load (rest)
1748.96,0.0,3.802,25.45728,9731,R,pulsed load (rest)
1749.96,0.0,3.802,25.44172,9731,R,pulsed load (rest)
1750.96,0.0,3.802,25.44172,9731,R,pulsed load (rest)
1751.96,0.0,3.802,25.44172,9731,R,pulsed load (rest)
1752.96,0.0,3.802,25.44172,9731,R,pulsed load (rest)
1753.96,0.0,3.802,25.44172,9731,R,pulsed load (rest)
1754.96,0.0,3.802,25.44172,9731,R,pulsed load (rest)
1755.96,0.0,3.802,25.44172,9731,R,pulsed load (rest)
1756.96,0.0,3.802,25.42615,9731,R,pulsed load (rest)
1757.96,0.0,3.802,25.42615,9731,R,pulsed load (rest)
1758.96,0.0,3.802,25.42615,9731,R,pulsed load (rest)
1759.96,0.0,3.802,25.42615,9731,R,pulsed load (rest)
1760.96,0.0,3.802,25.42615,9731,R,pulsed load (rest)
1761.96,0.0,3.802,25.42615,9731,R,pulsed load (rest)
1762.96,0.0,3.802,25.42615,9731,R,pulsed load (rest)
1763.96,0.0,3.802,25.42615,9731,R,pulsed load (rest)
1764.96,0.0,3.802,25.44172,9731,R,pulsed load (rest)
1765.96,0.0,3.802,25.42615,9731,R,pulsed load (rest)
1766.96,0.0,3.802,25.42615,9731,R,pulsed load (rest)
1767.96,0.0,3.802,25.44172,9731,R,pulsed load (rest)
1768.96,0.0,3.802,25.44172,9731,R,pulsed load (rest)
1769.96,0.0,3.802,25.44172,9731,R,pulsed load (rest)
1770.96,0.0,3.802,25.42615,9731,R,pulsed load (rest)
1771.96,0.0,3.802,25.42615,9731,R,pulsed load (rest)
1772.96,0.0,3.803,25.42615,9731,R,pulsed load (rest)
1773.96,0.0,3.803,25.42615,9731,R,pulsed load (rest)
1774.96,0.0,3.803,25.42615,9731,R,pulsed load (rest)
1775.96,0.0,3.802,25.42615,9731,R,pulsed load (rest)
1776.96,0.0,3.802,25.42615,9731,R,pulsed load (rest)
1777.96,0.0,3.803,25.42615,9731,R,pulsed load (rest)
1778.96,0.0,3.802,25.42615,9731,R,pulsed load (rest)
